# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_3_prime_UTR_variant	variants_effect_5_prime_UTR_premature_start_codon_gain_variant	variants_effect_5_prime_UTR_variant	variants_effect_downstream_gene_variant	variants_effect_intron_variant	variants_effect_missense_variant	variants_effect_non_coding_transcript_exon_variant	variants_effect_splice_acceptor_variant	variants_effect_splice_donor_variant	variants_effect_splice_region_variant	variants_effect_start_lost	variants_effect_stop_gained	variants_effect_synonymous_variant	variants_effect_upstream_gene_variant
AT1G21130	AT1G21130	AT1G21130.1	protein_coding	0	2	0	8	0	0	0	8	0	0	0	0	0	0	0	0	2	0
AT1G21130	AT1G21130	AT1G21130.2	protein_coding	0	2	0	8	0	0	0	8	0	0	0	0	0	0	0	0	2	0
AT1G21140	AT1G21140	AT1G21140.1	protein_coding	0	0	0	3	0	0	0	1	0	0	0	0	0	0	0	0	0	2
AT1G21150	AT1G21150	AT1G21150.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
AT1G21160	AT1G21160	AT1G21160.1	protein_coding	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1
AT1G21200	AT1G21200	AT1G21200.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
AT1G21286	AT1G21286	AT1G21286.1	pseudogene	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
AT1G21290	AT1G21290	AT1G21290.1		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
AT1G21300	AT1G21300	AT1G21300.1		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
AT1G21420	AT1G21420	AT1G21420.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
AT1G21440	AT1G21440	AT1G21440.1	protein_coding	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0
AT1G21590	AT1G21590	AT1G21590.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
AT1G21610	AT1G21610	AT1G21610.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
AT1G21610	AT1G21610	AT1G21610.2	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
AT1G21610	AT1G21610	AT1G21610.3	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
AT1G21630	AT1G21630	AT1G21630.1	protein_coding	0	0	1	2	0	0	0	2	0	1	0	0	0	0	0	0	0	0
AT1G21630	AT1G21630	AT1G21630.2	protein_coding	0	0	1	2	0	0	0	2	0	1	0	0	0	0	0	0	0	0
AT1G21651	AT1G21651	AT1G21651.1	protein_coding	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	1
AT1G21660	AT1G21660	AT1G21660.1	protein_coding	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
AT1G21670	AT1G21670	AT1G21670.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
AT1G21695	AT1G21695	AT1G21695.1	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
AT1G21730	AT1G21730	AT1G21730.1	protein_coding	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
AT1G21738	AT1G21738	AT1G21738.1	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
AT1G21866	AT1G21866	AT1G21866.1	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0
AT1G21890	AT1G21890	AT1G21890.1	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0
AT1G22040	AT1G22040	AT1G22040.1	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
AT1G22060	AT1G22060	AT1G22060.1	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
AT1G22200	AT1G22200	AT1G22200.1	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
AT1G22200	AT1G22200	AT1G22200.2	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
AT1G22430	AT1G22430	AT1G22430.1	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0
AT1G22430	AT1G22430	AT1G22430.2	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0
AT1G22440	AT1G22440	AT1G22440.1	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0
AT1G22460	AT1G22460	AT1G22460.1	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0
AT1G22610	AT1G22610	AT1G22610.1	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
AT1G22630	AT1G22630	AT1G22630.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
AT1G22680	AT1G22680	AT1G22680.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
AT1G22700	AT1G22700	AT1G22700.1	protein_coding	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
AT1G22700	AT1G22700	AT1G22700.2	protein_coding	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
AT1G22700	AT1G22700	AT1G22700.3	protein_coding	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
AT1G22850	AT1G22850	AT1G22850.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
AT1G22860	AT1G22860	AT1G22860.1	protein_coding	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
AT1G22870	AT1G22870	AT1G22870.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
AT1G22882	AT1G22882	AT1G22882.1	protein_coding	0	0	0	4	0	0	0	4	0	0	0	0	0	0	0	0	0	0
AT1G22885	AT1G22885	AT1G22885.1	protein_coding	0	0	0	4	0	0	0	4	0	0	0	0	0	0	0	0	0	0
AT1G22885	AT1G22885	AT1G22885.2	protein_coding	0	0	0	4	0	0	0	4	0	0	0	0	0	0	0	0	0	0
AT1G22890	AT1G22890	AT1G22890.1	protein_coding	0	1	0	3	0	0	0	1	3	0	0	0	0	1	0	0	0	0
AT1G22910	AT1G22910	AT1G22910.1	protein_coding	0	1	0	4	0	0	0	1	1	0	0	0	0	1	0	0	0	3
AT1G22910	AT1G22910	AT1G22910.2	protein_coding	0	1	0	4	0	0	0	1	1	0	0	0	0	1	0	0	0	3
AT1G22910	AT1G22910	AT1G22910.3	protein_coding	0	1	0	4	0	0	0	1	1	0	0	0	0	1	0	0	0	3
AT1G22930	AT1G22930	AT1G22930.1	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
AT1G22930	AT1G22930	AT1G22930.2	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
AT1G22950	AT1G22950	AT1G22950.1	protein_coding	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
AT1G22960	AT1G22960	AT1G22960.1	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
AT1G22980	AT1G22980	AT1G22980.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
AT1G23000	AT1G23000	AT1G23000.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
AT1G23170	AT1G23170	AT1G23170.1	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
AT1G23170	AT1G23170	AT1G23170.2	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
AT1G23180	AT1G23180	AT1G23180.1	protein_coding	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0
AT1G23330	AT1G23330	AT1G23330.1	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
AT1G23340	AT1G23340	AT1G23340.1	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
AT1G23340	AT1G23340	AT1G23340.2	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
AT1G23880	AT1G23880	AT1G23880.1	protein_coding	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0
AT1G23890	AT1G23890	AT1G23890.1	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
AT1G23890	AT1G23890	AT1G23890.2	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
AT1G23910	AT1G23910	AT1G23910.1	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
AT1G23930	AT1G23930	AT1G23930.1		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
AT1G23935	AT1G23935	AT1G23935.1	protein_coding	1	0	0	1	0	0	0	1	1	0	0	0	1	0	0	0	0	0
AT1G23940	AT1G23940	AT1G23940.1	protein_coding	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	1
AT1G23950	AT1G23950	AT1G23950.1	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
AT1G23950	AT1G23950	AT1G23950.2	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
AT1G23950	AT1G23950	AT1G23950.3	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
AT1G23950	AT1G23950	AT1G23950.4	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G23950	AT1G23950	AT1G23950.5	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
AT1G23960	AT1G23960	AT1G23960.1	protein_coding	0	2	0	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0
AT1G23960	AT1G23960	AT1G23960.2	protein_coding	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0
AT1G23965	AT1G23965	AT1G23965.1	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0
AT1G23970	AT1G23970	AT1G23970.1	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0
AT1G23970	AT1G23970	AT1G23970.2	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0
AT1G24080	AT1G24080	AT1G24080.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
AT1G24090	AT1G24090	AT1G24090.1	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
AT1G24095	AT1G24095	AT1G24095.1	protein_coding	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0
AT1G24159	AT1G24159	AT1G24159.1	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
AT1G24160	AT1G24160	AT1G24160.1	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
AT1G24160	AT1G24160	AT1G24160.2	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
AT1G24265	AT1G24265	AT1G24265.1	protein_coding	0	1	0	2	0	0	0	2	0	0	0	0	0	0	0	0	1	0
AT1G24265	AT1G24265	AT1G24265.2	protein_coding	0	1	0	2	0	0	0	2	0	0	0	0	0	0	0	0	1	0
AT1G24265	AT1G24265	AT1G24265.3	protein_coding	0	1	0	2	0	0	0	2	0	0	0	0	0	0	0	0	1	0
AT1G24267	AT1G24267	AT1G24267.1	protein_coding	1	1	0	1	0	0	0	1	0	0	0	0	0	0	0	1	1	0
AT1G24267	AT1G24267	AT1G24267.2	protein_coding	1	1	0	1	0	0	0	1	0	0	0	0	0	0	0	1	1	0
AT1G24270	AT1G24270	AT1G24270.1	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0
AT1G24430	AT1G24430	AT1G24430.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
AT1G24440	AT1G24440	AT1G24440.1	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
AT1G24460	AT1G24460	AT1G24460.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
AT1G24460	AT1G24460	AT1G24460.2	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
AT1G24733	AT1G24733	AT1G24733.1	pseudogene	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
AT1G24735	AT1G24735	AT1G24735.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
AT1G24735	AT1G24735	AT1G24735.2	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
AT1G25211	AT1G25211	AT1G25211.1	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0
AT1G25240	AT1G25240	AT1G25240.1	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2
AT1G25370	AT1G25370	AT1G25370.1	protein_coding	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1
AT1G25375	AT1G25375	AT1G25375.1	protein_coding	0	0	1	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0
AT1G25390	AT1G25390	AT1G25390.1	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
AT1G25400	AT1G25400	AT1G25400.1	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2
AT1G25400	AT1G25400	AT1G25400.2	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2
AT1G25420	AT1G25420	AT1G25420.1	protein_coding	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0
AT1G25420	AT1G25420	AT1G25420.2	protein_coding	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0
AT1G25420	AT1G25420	AT1G25420.3	protein_coding	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0
AT1G25422	AT1G25422	AT1G25422.1	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2
AT1G25500	AT1G25500	AT1G25500.1	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0
AT1G25500	AT1G25500	AT1G25500.2	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0
AT1G25500	AT1G25500	AT1G25500.3	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0
AT1G25510	AT1G25510	AT1G25510.1	protein_coding	0	0	0	3	0	0	0	2	0	0	0	0	0	0	0	0	0	1
AT1G25520	AT1G25520	AT1G25520.1	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
AT1G25530	AT1G25530	AT1G25530.1	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
AT1G25570	AT1G25570	AT1G25570.1	protein_coding	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0
AT1G26160	AT1G26160	AT1G26160.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
AT1G26170	AT1G26170	AT1G26170.1	protein_coding	1	1	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0
AT1G26180	AT1G26180	AT1G26180.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
AT1G26190	AT1G26190	AT1G26190.1	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
AT1G26290	AT1G26290	AT1G26290.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
AT1G26300	AT1G26300	AT1G26300.1	protein_coding	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
AT1G26300	AT1G26300	AT1G26300.2	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
AT1G26320	AT1G26320	AT1G26320.1	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
AT1G26320	AT1G26320	AT1G26320.2	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
AT1G26330	AT1G26330	AT1G26330.1	protein_coding	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
AT1G26330	AT1G26330	AT1G26330.2	protein_coding	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
AT1G26350	AT1G26350	AT1G26350.1	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
AT1G26640	AT1G26640	AT1G26640.1	protein_coding	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1
AT1G26650	AT1G26650	AT1G26650.1	protein_coding	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	1
AT1G26660	AT1G26660	AT1G26660.1	protein_coding	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	1
AT1G26660	AT1G26660	AT1G26660.2	protein_coding	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	1
AT1G26690	AT1G26690	AT1G26690.1	protein_coding	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
AT1G26740	AT1G26740	AT1G26740.1	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
AT1G26750	AT1G26750	AT1G26750.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
AT1G26850	AT1G26850	AT1G26850.1	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
AT1G26850	AT1G26850	AT1G26850.2	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
AT1G26850	AT1G26850	AT1G26850.3	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
AT1G26990	AT1G26990	AT1G26990.1		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
AT1G27000	AT1G27000	AT1G27000.1	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
AT1G27008	AT1G27008	AT1G27008.1	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
AT1G27020	AT1G27020	AT1G27020.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
AT1G27070	AT1G27070	AT1G27070.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
AT1G27090	AT1G27090	AT1G27090.1	protein_coding	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
AT1G27100	AT1G27100	AT1G27100.1	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
AT1G27330	AT1G27330	AT1G27330.1	protein_coding	1	0	0	2	0	0	0	2	1	0	0	1	0	0	0	0	0	0
AT1G27350	AT1G27350	AT1G27350.1	protein_coding	1	0	0	2	0	0	0	1	2	0	0	1	0	0	0	0	0	0
AT1G27385	AT1G27385	AT1G27385.1	protein_coding	0	1	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	1
AT1G27385	AT1G27385	AT1G27385.2	protein_coding	0	1	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	1
AT1G27385	AT1G27385	AT1G27385.3	protein_coding	0	1	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	1
AT1G27385	AT1G27385	AT1G27385.4	protein_coding	0	1	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	1
AT1G27420	AT1G27420	AT1G27420.1	protein_coding	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0
AT1G27420/F17L21.21	AT1G27410	AT1G27410.1	protein_coding	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	1
AT1G27430	AT1G27430	AT1G27430.1	protein_coding	0	0	0	4	0	0	0	1	3	0	0	0	0	0	0	0	0	0
AT1G27435	AT1G27435	AT1G27435.1	protein_coding	0	0	0	4	0	0	0	3	0	0	0	0	0	0	0	0	0	1
AT1G27500	AT1G27500	AT1G27500.1	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	3
AT1G27540	AT1G27540	AT1G27540.1	protein_coding	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	5
AT1G27540	AT1G27540	AT1G27540.2	protein_coding	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	5
AT1G27550	AT1G27550	AT1G27550.1	protein_coding	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	5
AT1G27560	AT1G27560	AT1G27560.1	pseudogene	0	0	0	5	0	0	0	0	0	0	5	0	0	0	0	0	0	0
AT1G27565	AT1G27565	AT1G27565.1	protein_coding	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	5
AT1G27570	AT1G27570	AT1G27570.1	protein_coding	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	5
AT1G27570	AT1G27570	AT1G27570.2	protein_coding	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	5
AT1G27580	AT1G27580	AT1G27580.1	protein_coding	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	4
AT1G27590	AT1G27590	AT1G27590.1	protein_coding	0	1	0	3	0	0	0	0	4	0	0	0	0	1	0	0	0	0
AT1G27595	AT1G27595	AT1G27595.1	protein_coding	0	0	0	6	0	0	0	0	2	0	0	0	0	0	0	0	0	4
AT1G27690	AT1G27690	AT1G27690.1	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
AT1G27695	AT1G27695	AT1G27695.1	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
AT1G27695	AT1G27695	AT1G27695.2	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
AT1G27700	AT1G27700	AT1G27700.1	protein_coding	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
AT1G27710	AT1G27710	AT1G27710.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
AT1G27710	AT1G27710	AT1G27710.2	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
AT1G27750	AT1G27750	AT1G27750.1	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
AT1G27752	AT1G27752	AT1G27752.1	protein_coding	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0
AT1G27752	AT1G27752	AT1G27752.2	protein_coding	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0
AT1G27990	AT1G27990	AT1G27990.1	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
AT1G28060	AT1G28060	AT1G28060.1	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
AT1G28070	AT1G28070	AT1G28070.1	protein_coding	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0
AT1G28090	AT1G28090	AT1G28090.1	protein_coding	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0
AT1G28090	AT1G28090	AT1G28090.2	protein_coding	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0
AT1G28090	AT1G28090	AT1G28090.3	protein_coding	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0
AT1G28100	AT1G28100	AT1G28100.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
AT1G28100	AT1G28100	AT1G28100.2	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
AT1G28100	AT1G28100	AT1G28100.3	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
AT1G28100	AT1G28100	AT1G28100.4	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
AT1G28100	AT1G28100	AT1G28100.5	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
AT1G28120	AT1G28120	AT1G28120.1	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
AT1G28240	AT1G28240	AT1G28240.1	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0
AT1G28250	AT1G28250	AT1G28250.1	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2
AT1G28323	AT1G28323	AT1G28323.1		0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
AT1G28327	AT1G28327	AT1G28327.1	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
AT1G28350	AT1G28350	AT1G28350.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
AT1G28395	AT1G28395	AT1G28395.5	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
AT1G28400	AT1G28400	AT1G28400.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
AT1G28410	AT1G28410	AT1G28410.1	protein_coding	0	0	1	3	0	0	0	0	0	1	0	0	0	0	0	0	0	3
AT1G28465	AT1G28465	AT1G28465.1		0	0	0	4	0	0	0	4	0	0	0	0	0	0	0	0	0	0
AT1G28570	AT1G28570	AT1G28570.1	protein_coding	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0
AT1G28570	AT1G28570	AT1G28570.2	protein_coding	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0
AT1G28580	AT1G28580	AT1G28580.1	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
AT1G28580	AT1G28580	AT1G28580.2	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
AT1G28590	AT1G28590	AT1G28590.1	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
AT1G29020	AT1G29020	AT1G29020.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
AT1G29025	AT1G29025	AT1G29025.1	protein_coding	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
AT1G29030	AT1G29030	AT1G29030.1	protein_coding	1	0	0	1	0	0	0	1	1	0	0	1	0	0	0	0	0	0
AT1G29040	AT1G29040	AT1G29040.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
AT1G29040	AT1G29040	AT1G29040.2	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
AT1G29040	AT1G29040	AT1G29040.3	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
AT1G29040	AT1G29040	AT1G29040.4	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
AT1G29041	AT1G29041	AT1G29041.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
AT1G29200	AT1G29200	AT1G29200.1	protein_coding	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0
AT1G29200	AT1G29200	AT1G29200.2	protein_coding	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0
AT1G29200	AT1G29200	AT1G29200.3	protein_coding	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0
